"TCGA.AF.2687.01"	"TCGA.AF.2690.01"	"TCGA.AF.2693.01"	"TCGA.AF.3911.01"	"TCGA.AF.4110.01"	"TCGA.AF.5654.01"	"TCGA.AF.6136.01"	"TCGA.AF.6655.01"	"TCGA.AF.6672.01"	"TCGA.AF.A56K.01"	"TCGA.AF.A56L.01"	"TCGA.AF.A56N.01"	"TCGA.AG.3591.01"	"TCGA.AG.3592.01"	"TCGA.AG.3725.01"	"TCGA.AG.3731.01"	"TCGA.AG.3732.01"	"TCGA.AG.3742.01"	"TCGA.AG.4021.01"	"TCGA.AG.4022.01"	"TCGA.AH.6544.01"	"TCGA.AH.6547.01"	"TCGA.AH.6549.01"	"TCGA.AH.6643.01"	"TCGA.AH.6644.01"	"TCGA.AH.6897.01"	"TCGA.AH.6903.01"	"TCGA.BM.6198.01"	"TCGA.CI.6619.01"	"TCGA.CI.6620.01"	"TCGA.CI.6621.01"	"TCGA.CI.6622.01"	"TCGA.CI.6623.01"	"TCGA.CI.6624.01"	"TCGA.CL.4957.01"	"TCGA.CL.5917.01"	"TCGA.CL.5918.01"	"TCGA.DC.4745.01"	"TCGA.DC.4749.01"	"TCGA.DC.5337.01"	"TCGA.DC.5869.01"	"TCGA.DC.6154.01"	"TCGA.DC.6155.01"	"TCGA.DC.6156.01"	"TCGA.DC.6157.01"	"TCGA.DC.6158.01"	"TCGA.DC.6160.01"	"TCGA.DC.6681.01"	"TCGA.DC.6682.01"	"TCGA.DC.6683.01"	"TCGA.DT.5265.01"	"TCGA.DY.A0XA.01"	"TCGA.DY.A1DC.01"	"TCGA.DY.A1DD.01"	"TCGA.DY.A1DE.01"	"TCGA.DY.A1DF.01"	"TCGA.DY.A1DG.01"	"TCGA.DY.A1H8.01"	"TCGA.EF.5830.01"	"TCGA.EF.5831.01"	"TCGA.EI.6506.01"	"TCGA.EI.6507.01"	"TCGA.EI.6508.01"	"TCGA.EI.6509.01"	"TCGA.EI.6510.01"	"TCGA.EI.6511.01"	"TCGA.EI.6512.01"	"TCGA.EI.6513.01"	"TCGA.EI.6514.01"	"TCGA.EI.6881.01"	"TCGA.EI.6882.01"	"TCGA.EI.6883.01"	"TCGA.EI.6884.01"	"TCGA.EI.6885.01"	"TCGA.EI.6917.01"	"TCGA.EI.7002.01"	"TCGA.EI.7004.01"	"TCGA.F5.6464.01"	"TCGA.F5.6465.01"	"TCGA.F5.6571.01"	"TCGA.F5.6702.01"	"TCGA.F5.6810.01"	"TCGA.F5.6811.01"	"TCGA.F5.6812.01"	"TCGA.F5.6813.01"	"TCGA.F5.6814.01"	"TCGA.F5.6861.01"	"TCGA.F5.6863.01"	"TCGA.F5.6864.01"	"TCGA.G5.6233.01"	"TCGA.G5.6235.01"	"TCGA.G5.6572.01"	"TCGA.G5.6641.01"
"hsa-mir-891a"	2.4557	2.4394	0.432	1.4359	0.8035	2.3546	0	0.4989	0.312	0.2269	1.1518	1.3047	0	0.3157	0.6706	0.8581	1.9032	0.5389	0.2864	1.1003	0	0.3607	1.5161	0	0	0	0	1.3021	0	0.7704	0.1959	0.5513	0.3011	0.2067	2.1119	1.0981	0.2241	1.0209	0	0	0.9415	0.8511	0.5681	1.4524	0.3535	1.3391	0	0.4627	0	0.6993	2.7288	1.2521	0.4425	1.6635	1.5481	0.4478	0	0.7311	0.47	0	1.408	2.1763	0.248	0.9525	0.3708	0.265	2.4048	4.3933	1.2937	0	0	0	0	1.4249	0.9455	1.5864	0.5252	1.437	2.0798	1.2034	1.1535	2.2553	0	1.2048	2.6915	1.2663	0.4851	0.8461	0.445	1.5223	0.3924	1.7232	0.8331
"hsa-mir-4299"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-933"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-937"	4.2995	0.8515	0.432	1.4359	1.0827	3.2549	1.4983	1.0716	1.3612	0.4229	2.2838	1.7271	1.4143	0.9844	0.6706	1.7236	1.3482	1.2379	2.9024	1.8143	0	0.1916	2.7905	1.2211	1.0456	2.4575	1.0823	2.0501	2.4643	1.3386	1.7343	1.5168	1.5142	2.3236	1.9141	0.7522	2.5542	0.2284	2.0176	1.6737	1.8512	1.7705	3.8105	1.85	1.6878	3.7845	2.3154	0.4627	1.7158	1.5658	3.2394	0.6908	3.032	1.5255	1.9584	1.7767	1.9263	1.4413	4.0019	3.7899	0.9743	0.7689	1.4264	1.3803	1.6095	1.7738	1.2429	2.9536	1.4295	2.6406	3.0366	1.6407	1.6225	5.402	3.7549	0.7378	0.9914	2.25	2.4069	0.7237	3.4324	2.9677	0.8774	0.5603	0.285	3.5461	1.1368	4.2739	1.9598	2.6204	1.5239	2.0076	1.2264
"hsa-mir-936"	0	0	0	0.2788	0	0	0	0	0	0	0	0	0	0	0.0919	0	0	0	0	0.1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3004	0	0	0.329	0	0	0.1132	0	0	0.1617	0	0	0	0	0	1.1179	0	0	0
"hsa-mir-1229"	0.6764	0	0.7641	0	0.1689	0.9631	0	0.1861	0.4458	0.2269	0.8597	0.705	0.2034	0.5746	0	0	0	0.3806	0.1503	0.2973	0.4248	0.512	2.3387	1.1143	0.7124	1.6988	0	1.1741	0.9571	0.7704	1.8552	1.2607	0.7623	0.824	2.1119	0	0.418	0	0	1.1709	0.9415	0.6807	0.5681	0.1329	0	0.4436	0.9959	0	0.2723	0.7764	1.088	0.2061	0.9688	0.7846	0.1638	0.4478	0.2327	1.0397	0.824	0.688	0	0.6116	0.248	0.3417	0.6655	0.265	0.4756	0.2926	0.9765	1.2072	0.8143	0.3049	0.3752	1.2314	0.3004	0	0.2864	0.4239	1.3861	0.5203	0.7252	0.1956	0	0.5603	0	1.4257	0.4851	0.6152	0.445	0.3034	0.8331	0.6557	0.5327
"hsa-mir-934"	0	0	0	0.4003	0	0	0	0	0.5683	0	0.2674	0	0.9324	0	0.2597	0	0	0	0.1503	0	0	0	0	0	0	0	0	0	0.461	0	0	0	0	0	0	0	0	0	0	0	0	0.2642	0	0.6589	0	0	0	0	0	0.1231	0	0.2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6999	0	0	0	0	0	1.0079	0	0.5312	0	0	0	0	2.0648	0.6606	0	0	0	0.3574	0	0.4842	0	0	0	0	2.9022
"hsa-mir-548h-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-450a-2"	1.4825	0.681	2.3756	1.378	0.9955	1.9443	1.2039	3.0043	1.6097	2.5283	3.2561	2.9876	0.5402	2.1456	1.6032	1.9927	0.4344	1.9516	2.1021	2.1848	1.7641	1.7716	2.8926	0.8735	1.8294	2.5709	1.5634	3.7839	1.5274	2.9235	2.2575	2.1915	3.1893	3.0958	1.804	2.3523	2.5124	0.8935	2.3407	1.8086	1.9689	2.2686	3.0425	1.9614	1.9693	1.4854	0.3203	2.8177	3.6825	2.3248	1.7012	1.6551	2.7013	1.5255	1.1392	1.3658	0.9071	2.975	2.7607	2.0197	0.9743	1.1583	2.508	1.6497	0.9101	1.9347	2.6032	2.7273	0.4887	1.2072	1.7117	2.5711	1.6225	1.2314	1.6245	1.4753	1.2126	1.1344	1.2836	2.1381	2.3909	0.9038	2.3271	1.8987	1.6708	2.2185	1.999	1.1351	1.4887	1.3996	2.0447	1.4469	2.1208
"hsa-mir-138-2"	0	1.0039	1.0338	0.4003	0.697	0	0.6054	0.1861	0.312	0.4229	0.8597	0.506	0	0.794	0.1782	0.6246	0.1897	0.2028	0.1503	0.2973	0.5979	0.1916	0.4203	0	0	0	0.6404	0.7033	0.461	0.3048	0	0.208	0	0.824	0.3526	0.2965	0.418	0.599	0.5928	0.7011	0.8213	0	0.5681	0	1.0778	0.2388	0.3203	0.1713	1.0276	0.2366	0	0.2061	0.6765	0.445	0.4445	0.1652	0	0.6116	0	0	0	0.2339	0.6439	0.8493	0.9101	0.4888	0	0.5358	0.2157	0.9867	0	0.7707	0.9192	0.7433	0.3004	0	0.4108	0.1182	0.4421	0.1008	0.4077	0	0.2233	0.3072	0.285	0.3574	0.2628	0.4842	0.5376	0.3034	0.9544	0.1939	0.2908
"hsa-mir-3180-5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-138-1"	0.201	1.3834	0.432	0.4003	0.3201	0.7075	1.0306	0	0.1644	1.2403	1.0132	0.8799	0.2034	0.3157	0.4797	0.4919	0.5075	0	0.4107	0	0	1.2751	0	0.2221	0	0	0.6404	0.7033	0.461	0.8666	0.1959	0.208	0	1.5863	0.6358	0	0.2241	0	0.3266	0.2097	0.6903	0.6807	1.5511	0.4708	0.3535	0.536	0.3203	0.3244	1.4124	0.3418	0.6442	0.2061	0.4425	0.9556	0.311	0.1652	0.609	0	0	0	0.6334	0	0.9543	1.6497	0.3708	1.0059	0	0	0.2157	0	0	1.2703	0	0.5902	0	0.7378	0.2864	0.4239	1.5716	0	0.1132	0	0	0.7755	0.285	0.3574	0.2628	0.6152	0.8583	0	0.9544	0.7818	0.9208
"hsa-mir-345"	3.4222	3.2999	4.9875	3.081	3.2956	3.2549	5.0811	4.849	4.5736	4.3151	5.0522	4.2528	2.8795	3.9706	3.3229	3.5147	2.6962	1.8344	2.6483	3.7394	4.4631	3.8572	4.2423	3.0278	4.3632	5	5.5575	4.7643	4.3094	3.3635	4.6354	4.535	4.8618	3.6143	4.8423	4.0455	3.674	2.6594	4.1718	4.1361	3.5719	4.3429	4.0395	2.5657	3.0146	2.9873	3.3145	3.8817	3.7509	3.6838	6.5954	4.0716	4.5616	4.1568	3.1004	3.3534	4.2635	5.8352	3.2729	3.912	4.1095	4.4324	4.4596	4.5838	4.3255	3.9745	6.3683	4.4239	2.9131	3.8497	5.2253	3.9185	4.0654	4.4635	2.6608	2.2581	3.7683	2.3257	4.3224	2.6681	4.1419	3.2357	3.6108	3.2897	2.8745	4.4647	4.5837	3.6048	2.3909	4.2136	4.8877	4.4311	4.2796
"hsa-mir-346"	0	0	0	0	0	0	0.3342	0	0	0.5955	0	0.506	0	0	0	0	0.098	0	0	0	0.4248	0.1916	0	0.4145	0	0	0.3554	0	0.2489	0.3048	0	0	0	0.824	0	0	0	0	0	0	0	0	0	0.3667	0	0	0	0.1713	0	0	1.088	0	0	0.2831	0.1638	0.1652	0.2327	0	0	0	0	0	0.6439	0.1809	0	0	0	1.0871	0	0	0	0	0.6727	0	0	0	0.1503	0.2275	0	0	0.1132	0.1956	0	0	0	0	0	0.1801	0	0	0.2095	0.1939	0.2908
"hsa-mir-340"	4.8709	4.556	5.3256	4.1913	4.4991	5.1497	4.1656	4.6338	4.8581	3.9835	3.7684	4.5531	5.2166	4.6137	4.7845	5.4076	4.2417	4.5634	4.1174	4.5357	4.801	4.5939	4.951	5.0128	4.6831	4.4071	4.0569	5.6974	4.713	5.1387	5.5756	4.4658	4.791	4.9985	5.6117	4.4883	4.5558	5.1349	5.078	4.5754	4.4198	3.9134	4.4748	4.5112	4.1982	4.6865	3.9696	4.2306	5.3312	4.5408	3.6805	4.7272	4.1977	4.1093	4.2418	4.521	4.3527	4.4322	3.9125	3.7247	4.815	5.5471	4.3839	4.6772	4.216	4.9373	4.7321	5.4053	4.2949	3.6759	3.981	3.4443	3.3089	4.5799	4.4175	3.432	3.6216	4.5038	4.3224	4.5946	4.4847	3.9558	4.6501	4.4516	4.5676	3.3611	3.5838	3.1446	3.8356	5.7395	4.6115	3.8459	4.9296
"hsa-mir-342"	5.7002	7.3061	7.9674	5.3604	5.892	5.7595	6.711	6.2173	5.8391	6.9519	7.2198	6.0651	4.482	6.1086	5.6433	6.7977	5.7841	4.8162	5.1215	6.2553	6.2013	7.4404	5.8107	4.9286	6.3403	5.6168	5.566	6.9038	7.0282	6.3099	6.1039	5.7438	6.8418	7.0919	5.7811	4.5874	5.7487	5.861	6.2922	5.5923	6.0621	4.9516	5.5047	6.5034	6.2316	6.1862	6.6501	6.3496	6.9146	6.9032	8.871	5.6826	6.9176	5.8798	6.2258	5.5871	5.4672	6.6264	5.1407	5.9279	6.113	5.7682	5.6149	5.8257	6.3084	6.793	6.1985	5.7924	5.6678	4.9284	3.7565	6.074	5.9377	4.0148	6.3781	4.1082	5.3602	6.5464	6.3584	6.3381	6.6336	5.3497	6.3669	7.0558	7.1169	5.9606	6.0344	4.8995	4.9109	6.5569	7.1464	6.4576	6.6216
"hsa-mir-106a"	2.7722	3.616	3.6463	4.1486	3.1005	4.4522	4.1014	3.5194	3.6117	4.5217	4.3176	4.171	2.7556	3.9014	2.9086	3.1244	1.5692	3.2637	2.308	2.8663	3.8259	2.4711	3.9738	3.413	3.4317	5.8925	3.6705	2.8224	3.6636	3.9621	4.3258	4.0987	4.5551	3.596	3.6586	3.9845	3.6549	3.3833	2.9977	2.8903	3.4148	4.0597	3.2023	2.0648	2.9896	2.6369	3.3145	3.0768	4.1725	3.4092	3.4767	2.897	3.9633	3.4173	3.9366	3.301	4.1256	5.0532	3.736	3.2561	2.763	2.804	2.9889	3.9097	3.6357	3.5217	3.5532	3.9014	3.3609	4.8971	3.5847	4.2572	4.0133	4.1164	3.149	3.5186	2.9026	2.9533	2.7523	3.265	3.5376	4.0599	3.2022	2.9117	3.4937	4.1129	3.5349	3.877	3.7118	4.3357	3.7553	3.331	3.5913
"hsa-mir-106b"	8.6021	8.0056	8.6899	8.139	7.6411	10.1677	8.9377	9.3186	8.6591	9.8879	9.6085	9.7704	7.4781	9.3981	8.6578	9.0273	8.8444	9.4036	7.8748	8.6	9.0738	8.2286	9.1172	8.8743	8.6722	10.1558	9.4302	9.8637	9.4167	9.3667	10.3591	8.8011	10.1846	9.0512	9.9476	9.5819	9.6693	8.2598	9.2983	8.72	9.1416	9.8764	10.1456	9.3919	9.8622	10.1805	9.5085	7.7374	8.7297	8.7621	9.578	8.5858	9.4919	9.3758	8.47	8.9177	9.8086	10.4328	9.713	9.5869	9.066	9.5117	8.9561	9.2752	9.1358	9.6972	9.8541	9.5137	8.5533	9.9392	10.0645	8.7229	9.3082	9.1748	9.541	8.2251	8.9999	7.7085	8.4226	8.2028	8.8535	9.0846	8.2489	7.8061	7.9756	10.1379	9.0621	9.4742	8.6003	9.3165	8.9014	8.8578	9.5338
"hsa-mir-3118-5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-711"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3129"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2269	0.6879	0.2751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-519e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-519d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1833	0	0	0	0	0	0	0.2254	0	0.5116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2097	0	0.2642	0	0	0	0	0	0	0	0	0.6442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0.1939	0
"hsa-mir-944"	0.3775	0.2644	0	0.2788	0.5819	0.3967	0.6054	0.1861	0.6812	0.4229	0	0.2751	2.4704	0	0	0.9621	0.707	0	1.1424	0.1563	0	0.8892	0.4203	0.5842	0	0.5353	0	0.2743	0.9571	0	0.3684	0.3898	0	0.6927	0	0	1.006	0.4255	0.7095	0.8337	0.9415	0.2642	1.2915	0.2545	0.1876	0.1243	0.5822	0	0.6988	0.4398	0	0.2061	0.3095	0.2831	0.4445	0.9786	0.2327	0	0.6578	1.7841	0	1.2678	0.248	0.1809	1.3018	0.6825	0.2573	0	0	0	1.0961	0	0.6727	0	0.5489	0	0.1503	0.329	0	0.195	0.1132	0.1956	0.2233	0.4393	0.285	0	0.2628	0	0.2396	0.5539	0.3924	0.8977	0.1527
"hsa-mir-4283-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-942"	2.6743	3.1113	4.3855	4.0499	2.7996	4.1772	4.4327	3.8576	2.712	2.9969	2.9102	3.7434	3.5168	5.0464	4.091	4.0392	3.0545	3.5319	2.4597	3.9355	2.9722	3.2725	4.5331	2.8394	1.3161	5.6035	3.8489	2.9054	4.2392	5.2364	3.2602	4.1626	4.0485	3.2202	4.7112	3.5228	4.2593	3.9296	4.3798	3.1665	3.9468	3.5174	4.2735	2.5657	2.7722	3.41	3.7473	2.7107	3.586	2.6039	2.4603	3.9479	2.8761	3.6343	3.2719	3.5152	4.4484	3.8141	3.736	3.0587	4.2096	3.5089	4.5663	2.2452	3.4157	3.9178	5.0956	4.8635	2.8173	4.865	4.4501	2.6271	4.188	3.1014	4.1985	2.5043	2.3398	1.6483	3.3426	3.4861	2.8324	3.12	2.9443	2.0302	2.2365	4.3893	3.1688	2.1558	2.5771	4.1196	3.6869	2.4863	2.9236
"hsa-mir-943"	0	0	0	0	0	0.3967	0	0.1861	0	0.2269	0	0	0	0.3157	0	0	0	0	0	0	0.228	0	0.2254	0	0	0.5353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5681	0	0.1876	0.1243	0	0	0	0	0	0	0	0	0	0	0	0	0.2541	0	0	0	0	0.1809	0.3708	0	0	0	0	0	0	0	0	0	0.3004	0	0	0.1182	0	0	0	0	0	0	0	0	0	0	0	0.5539	0	0	0
"hsa-mir-519c"	0	0.2644	0	0	0.1689	0	0	0	0	0	0	0	0.5402	0.3157	0	0.8581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3875	0	0	0	0	0.1725	0	0	0	0	0	0	0	0	0	0	0	0	0.2061	0.1631	0	0	0	0	0	0	0	0	0	0	0.1809	0	0.8532	0	0	0	0	0	0	0	0	0	0	0.1503	0.1182	0	0	0	0	0	0	0	0	0.2628	0	0.1248	0.5539	0	0	0
"hsa-mir-519b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1503	0	0	0	0.2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265	0	0	0	0	0	0	0	0	0	0	0.1503	0	0	0.1008	0.1132	0	0	0	0	0	0	0	0	0.5539	0	0	0
"hsa-mir-3607"	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5331	5.5302	5.1476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3606"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2269	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3605"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5955	1.3947	0.506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3609"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3408	0.2674	0.506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-548d-1"	0	0.2644	0	0	0.3201	0.3967	0	0	0	0.2269	1.0132	0.2751	0	0.3157	0.3368	0	0.1897	0	0.1503	0	0.228	0	0.4203	0	0.2784	0	0	0	0.9571	0.3048	0.1959	0.3898	0.9472	0.2067	0	0.5423	0	0.599	0.8174	0.3927	0	0.2642	0.5681	0	0	0.2388	0	0.1713	0	0.1231	0	0.2061	0	0.2831	0	0.1652	0	0.3379	0	0	0.1863	0.2339	0	0	0	0	0	0.2926	0.2157	0.7264	0	0	0	0.8817	0.3004	0	0.1503	0	0.4421	0.1008	0	0	0	0.1617	0	0	0.2628	0.3401	0	0	0.7006	0.1939	0.4168
"hsa-mir-548h-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-203"	13.2704	12.6398	14.6051	14.1601	13.567	14.1617	13.7756	13.8016	14.5039	13.5537	14.3758	13.1965	14.8879	12.7945	15.2588	13.1456	14.268	13.4419	13.9137	13.1304	13.896	13.4264	12.9137	13.7182	12.5473	14.2107	12.8825	13.4201	13.673	13.7383	14.0509	14.5162	12.7347	12.7059	12.7698	14.8004	13.2151	14.2154	13.4181	13.8704	12.2788	13.9303	14.3649	14.0725	13.0389	13.9057	16.0796	12.6205	13.7069	12.449	12.7524	13.2321	14.2153	12.2629	12.2556	13.1237	14.5196	15.0093	13.4484	15.1238	13.8797	14.4027	14.7612	13.1857	13.9475	13.0674	15.1269	13.8814	13.2961	14.8269	14.7983	14.0239	13.6771	13.8995	13.3093	14.0641	10.6448	11.9539	13.763	12.8878	13.7833	12.2053	14.0183	11.2361	12.8095	13.6424	13.762	12.8522	13.1746	13.9376	13.3101	12.7916	13.9708
"hsa-mir-202"	0.3775	0.681	1.784	0.1461	0.3201	0	0.6054	0	0.312	0	1.0132	0	0	0.5746	0.1782	0.1833	1.3078	0	0	1.2466	0.8921	1.7716	0.2254	0	0	0	0.3554	0	0.8099	0.6673	0	0.6964	0	0.3875	0.6358	0	0	0	0.3266	0.2097	0	0.2642	0	0	0	0.3448	0.5822	0	0	0.3418	0	0	0.1631	0.1007	0.4445	0	0	0.4812	0	0	0.1863	0	0	0	0	0	0	0	0	0.4084	0.4639	0.5565	1.6225	0	0	0	0.2864	0	0.4421	0.3668	0.2182	0	0	0.8722	0.285	0.3574	0.2628	0.1801	0.1248	1.1179	0.8331	0	1.4194
